cell	scenario	replicate	seed	target_rho	reference_rho	analysis_samples	reference_samples	blocks	variants_per_block	binary_sha256	realized_causal_pair_ld	factor_nA	factor_nB	factor_cross_set_max_r2	factor_beta1	factor_beta2	factor_conjunction_p	factor_min_log_BF	factor_log_e_mediation	factor_log_BF_heterogeneity_MY	regional_PP_shared	regional_PP_distinct	regional_independent_shared_signals	mediation_identifiability	factor_two_stage_status	factor_mediation_status	factor_frequentist_status	factor_ebh_status
matched_high	shared_mediation	23	21260927	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	6.0	3.0	0.0	0.623537	nan	0.684061	1.312566	-1.593251	-0.966459	0.000245	0.366139	0.0	LD_CONFIGURATION_AMBIGUOUS	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	24	21260928	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	6.0	3.0	0.0	0.580821	0.54766	0.54845	1.395621	-1.441418	-1.293433	0.990001	0.007652	2.0	OVERIDENTIFIED_SHARED_SIGNALS_ASSUMPTION_CONDITIONAL	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	25	21260929	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	6.0	3.0	0.0	nan	nan	0.718156	1.114835	-1.446239	-0.730696	0.982285	0.00594	1.0	UNRESOLVED_SINGLE_SHARED_SIGNAL	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	26	21260930	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	6.0	3.0	0.0	0.635876	0.554567	0.079523	1.627698	0.530503	-1.373387	0.985217	0.001514	1.0	UNRESOLVED_SINGLE_SHARED_SIGNAL	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	27	21260931	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	6.0	3.0	0.0	nan	nan	0.361656	1.312804	-1.069663	-1.115	0.879154	0.015742	1.0	UNRESOLVED_SINGLE_SHARED_SIGNAL	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	28	21260932	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	6.0	3.0	0.0	nan	nan	0.644896	1.143554	-1.556827	-0.519808	0.997717	0.0018	2.0	OVERIDENTIFIED_SHARED_SIGNALS_ASSUMPTION_CONDITIONAL	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	29	21260933	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	6.0	3.0	0.0	0.661203	0.787935	0.208934	1.613545	-0.22585	-0.673621	0.998166	0.001106	2.0	OVERIDENTIFIED_SHARED_SIGNALS_ASSUMPTION_CONDITIONAL	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	30	21260934	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	6.0	3.0	0.0	0.703749	0.549452	0.579177	1.409268	-1.178809	-1.261852	0.614802	0.105892	0.0	LD_CONFIGURATION_AMBIGUOUS	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	31	21260935	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	6.0	3.0	0.0	0.80928	nan	0.264769	1.183029	0.199276	-0.795627	0.999806	9.2e-05	2.0	OVERIDENTIFIED_SHARED_SIGNALS_ASSUMPTION_CONDITIONAL	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	32	21260936	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	5.0	3.0	0.0	0.474458	0.551853	0.592445	1.686381	-1.465035	-1.329562	0.983468	0.014794	1.0	UNRESOLVED_SINGLE_SHARED_SIGNAL	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	33	21260937	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	6.0	3.0	0.0	0.795556	0.613256	0.049907	1.521679	0.969028	-1.211178	0.999377	0.000544	2.0	OVERIDENTIFIED_SHARED_SIGNALS_ASSUMPTION_CONDITIONAL	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	SUPPORTED_SCALAR_DISPERSION_EXCLUSION_CONDITIONAL	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	34	21260938	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	6.0	3.0	0.0	0.640596	0.754703	0.684208	1.360892	-1.393343	-0.556079	0.919918	0.043258	1.0	UNRESOLVED_SINGLE_SHARED_SIGNAL	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	35	21260939	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	6.0	3.0	0.0	0.797231	0.838683	0.418334	1.489759	-0.96625	-0.745289	0.999983	9e-06	1.0	UNRESOLVED_SINGLE_SHARED_SIGNAL	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	36	21260940	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	6.0	3.0	0.0	0.7325	0.585214	0.993283	1.337256	-1.642499	-0.781043	0.694464	0.049638	0.0	LD_CONFIGURATION_AMBIGUOUS	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	37	21260941	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	6.0	3.0	0.0	0.72802	0.739074	0.76258	1.170846	-1.504934	-0.44904	0.999187	0.000756	2.0	OVERIDENTIFIED_SHARED_SIGNALS_ASSUMPTION_CONDITIONAL	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	38	21260942	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	6.0	3.0	0.0	0.94401	nan	0.863096	1.013096	-1.597675	0.276722	0.986798	0.001921	2.0	OVERIDENTIFIED_SHARED_SIGNALS_ASSUMPTION_CONDITIONAL	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	39	21260943	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	6.0	3.0	0.0	0.582259	0.464189	0.917631	1.205342	-1.626434	-0.386878	0.992668	0.007116	1.0	UNRESOLVED_SINGLE_SHARED_SIGNAL	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	40	21260944	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	6.0	3.0	0.0	0.640501	0.643985	0.039744	1.728099	0.986606	-1.28512	0.998069	0.001719	2.0	OVERIDENTIFIED_SHARED_SIGNALS_ASSUMPTION_CONDITIONAL	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	SUPPORTED_SCALAR_DISPERSION_EXCLUSION_CONDITIONAL	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	41	21260945	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	6.0	3.0	0.0	0.785679	nan	0.694294	1.320619	-1.414853	-0.811699	6e-05	0.992787	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	42	21260946	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	6.0	3.0	0.0	0.906389	0.534677	0.34653	1.791992	-0.262905	-1.171908	0.0	0.994874	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	43	21260947	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	6.0	3.0	0.0	0.768142	0.295479	0.285186	0.937198	-0.668029	-0.490333	0.0	0.993986	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	44	21260948	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	6.0	3.0	0.0	0.762221	0.51493	0.708178	1.407159	-1.43144	-0.729883	0.868892	0.034376	1.0	UNRESOLVED_SINGLE_SHARED_SIGNAL	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	45	21260949	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	6.0	3.0	0.0	0.680247	0.819595	0.3925	1.281904	-1.149333	-0.064658	0.999857	0.000129	1.0	UNRESOLVED_SINGLE_SHARED_SIGNAL	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	46	21260950	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	6.0	3.0	0.0	0.822222	0.151681	0.224595	0.91551	-0.533036	-0.01917	0.980904	0.002812	1.0	UNRESOLVED_SINGLE_SHARED_SIGNAL	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	47	21260951	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	5.0	3.0	0.0	nan	0.190801	0.630347	1.13717	-1.511582	-0.80819	0.0	0.0	0.0	UNRESOLVED_NO_OUTCOME_SIGNAL	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	48	21260952	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	5.0	3.0	0.0	0.912694	0.450363	0.848661	1.494898	-1.587589	-1.128204	0.979088	0.001801	1.0	UNRESOLVED_SINGLE_SHARED_SIGNAL	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	49	21260953	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	6.0	3.0	0.0	0.56185	0.033145	0.464984	0.478337	-1.304912	1.929598	0.99973	4.8e-05	2.0	OVERIDENTIFIED_SHARED_SIGNALS_ASSUMPTION_CONDITIONAL	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	50	21260954	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	6.0	3.0	0.0	0.636608	nan	0.297686	1.30139	0.024626	-0.961087	0.886364	0.047104	1.0	UNRESOLVED_SINGLE_SHARED_SIGNAL	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	51	21260955	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	6.0	3.0	0.0	0.729904	0.528542	0.322458	1.750131	-0.12086	-1.34247	0.0	0.784462	0.0	LD_CONFIGURATION_AMBIGUOUS	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	52	21260956	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	6.0	3.0	0.0	0.583816	0.664222	0.764174	1.455639	-1.651907	-1.212721	0.985209	0.013867	1.0	UNRESOLVED_SINGLE_SHARED_SIGNAL	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	53	21260957	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	6.0	3.0	0.0	0.74451	0.428894	0.722027	1.24833	-1.451817	-1.109367	0.0	0.954166	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	54	21260958	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	6.0	3.0	0.0	0.717886	nan	0.619861	1.476837	-1.27187	-1.12574	0.920809	0.074576	1.0	UNRESOLVED_SINGLE_SHARED_SIGNAL	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	55	21260959	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	6.0	3.0	0.0	0.634168	0.591482	0.509986	1.392288	-0.985196	-1.05026	0.991479	0.008389	2.0	OVERIDENTIFIED_SHARED_SIGNALS_ASSUMPTION_CONDITIONAL	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	56	21260960	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	6.0	3.0	0.0	0.803756	nan	0.672729	0.785236	-1.373782	0.922669	0.999727	0.000231	1.0	UNRESOLVED_SINGLE_SHARED_SIGNAL	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	57	21260961	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	5.0	3.0	0.0	nan	0.43726	0.93282	1.400111	-1.700097	-1.252083	0.006964	0.637655	0.0	LD_CONFIGURATION_AMBIGUOUS	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	58	21260962	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	6.0	3.0	0.0	0.938732	0.467423	0.220835	1.731233	0.412461	-1.406564	0.876381	0.003534	1.0	UNRESOLVED_SINGLE_SHARED_SIGNAL	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	59	21260963	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	6.0	3.0	0.0	0.777181	nan	0.959178	1.341391	-1.638644	-0.90393	0.999934	3.3e-05	2.0	OVERIDENTIFIED_SHARED_SIGNALS_ASSUMPTION_CONDITIONAL	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	60	21260964	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	6.0	3.0	0.0	0.700199	nan	0.926299	1.45191	-1.629667	-1.323246	0.01651	0.385081	0.0	LD_CONFIGURATION_AMBIGUOUS	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	61	21260965	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.9999999999999999	6.0	3.0	0.0	0.658349	0.40009	0.361167	0.81904	-0.346322	-0.452149	0.994171	0.001194	3.0	OVERIDENTIFIED_SHARED_SIGNALS_ASSUMPTION_CONDITIONAL	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	62	21260966	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	6.0	3.0	0.0	0.612705	0.588791	0.624528	1.610014	-1.535657	-1.285539	0.986859	0.01129	2.0	OVERIDENTIFIED_SHARED_SIGNALS_ASSUMPTION_CONDITIONAL	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	63	21260967	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	6.0	3.0	0.0	0.749186	nan	0.590884	1.028486	-1.207007	-0.014057	0.992391	0.001331	2.0	OVERIDENTIFIED_SHARED_SIGNALS_ASSUMPTION_CONDITIONAL	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	64	21260968	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	0.9999999999999999	6.0	3.0	0.0	0.766443	nan	0.223928	1.211683	0.395172	-0.809665	0.001546	0.97754	0.0	LD_DISTINCT_SUPPORTED	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	65	21260969	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	5.0	3.0	0.0	0.753249	0.266325	0.658602	0.938105	-1.348495	-0.44726	0.958321	0.017262	1.0	UNRESOLVED_SINGLE_SHARED_SIGNAL	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	66	21260970	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	6.0	3.0	0.0	0.997025	0.722128	0.612445	1.504152	-1.255914	-0.57143	0.999132	0.00086	2.0	OVERIDENTIFIED_SHARED_SIGNALS_ASSUMPTION_CONDITIONAL	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	67	21260971	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	6.0	3.0	0.0	0.517529	0.344534	0.609472	0.958637	-1.518968	0.218257	0.857697	0.141591	1.0	UNRESOLVED_SINGLE_SHARED_SIGNAL	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	68	21260972	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	6.0	3.0	0.0	0.537444	0.573675	0.620297	1.53693	-1.42269	-1.08087	0.968139	0.027824	1.0	UNRESOLVED_SINGLE_SHARED_SIGNAL	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	69	21260973	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	6.0	3.0	0.0	0.459568	0.665626	0.76526	1.364092	-1.652567	0.146661	0.999961	3.7e-05	1.0	UNRESOLVED_SINGLE_SHARED_SIGNAL	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	70	21260974	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	6.0	3.0	0.0	0.585553	0.679332	0.900481	0.885071	-1.7094	-1.136039	0.937497	0.060952	1.0	UNRESOLVED_SINGLE_SHARED_SIGNAL	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	71	21260975	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	6.0	3.0	0.0	0.713811	0.350596	0.726244	1.397783	-1.457789	-1.077732	0.9816	0.00041	1.0	UNRESOLVED_SINGLE_SHARED_SIGNAL	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	72	21260976	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	6.0	3.0	0.0	0.74135	nan	0.201521	1.364427	0.004092	-1.110241	0.93768	0.016835	2.0	OVERIDENTIFIED_SHARED_SIGNALS_ASSUMPTION_CONDITIONAL	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	73	21260977	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	6.0	3.0	0.0	0.760608	0.55602	0.653169	1.395362	-1.338404	-0.74882	0.999898	0.000101	2.0	OVERIDENTIFIED_SHARED_SIGNALS_ASSUMPTION_CONDITIONAL	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
matched_high	shared_mediation	74	21260978	0.9	0.9	4000	1000	3	10	bd39c66663ca3d7b993ad4964f89344cff765be17d351df0153875c91cbbe193	1.0	6.0	3.0	0.0	0.827929	0.379293	0.868323	1.49158	-1.601068	-1.36935	0.0	0.0	0.0	UNRESOLVED_NO_OUTCOME_SIGNAL	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_BAYES_EVIDENCE	NO_TWO_STAGE_FREQUENTIST_EVIDENCE	NOT_SELECTED_BY_EBH
