cell	method	threshold	true_scenario	replicates	total_proteins	selected_proteins	mean_replicate_selection_rate	pooled_selection_rate
narrow_balanced	directional_BY	0.05	M0	200	45017	0	0	0
narrow_balanced	directional_BY	0.05	M1	200	10046	0	0	0
narrow_balanced	directional_BY	0.05	M2	200	11821	0	0	0
narrow_balanced	directional_BY	0.05	M3	200	8023	0	0	0
narrow_balanced	directional_BY	0.05	M4	200	11067	0	0	0
narrow_balanced	directional_BY	0.05	M5	200	14026	0	0	0
narrow_balanced	directional_BY	0.1	M0	200	45017	0	0	0
narrow_balanced	directional_BY	0.1	M1	200	10046	0	0	0
narrow_balanced	directional_BY	0.1	M2	200	11821	0	0	0
narrow_balanced	directional_BY	0.1	M3	200	8023	0	0	0
narrow_balanced	directional_BY	0.1	M4	200	11067	0	0	0
narrow_balanced	directional_BY	0.1	M5	200	14026	0	0	0
narrow_balanced	directional_eBH	0.01	M0	200	45017	0	0	0
narrow_balanced	directional_eBH	0.01	M1	200	10046	0	0	0
narrow_balanced	directional_eBH	0.01	M2	200	11821	0	0	0
narrow_balanced	directional_eBH	0.01	M3	200	8023	0	0	0
narrow_balanced	directional_eBH	0.01	M4	200	11067	0	0	0
narrow_balanced	directional_eBH	0.01	M5	200	14026	0	0	0
narrow_balanced	directional_eBH	0.05	M0	200	45017	0	0	0
narrow_balanced	directional_eBH	0.05	M1	200	10046	0	0	0
narrow_balanced	directional_eBH	0.05	M2	200	11821	0	0	0
narrow_balanced	directional_eBH	0.05	M3	200	8023	0	0	0
narrow_balanced	directional_eBH	0.05	M4	200	11067	0	0	0
narrow_balanced	directional_eBH	0.05	M5	200	14026	0	0	0
narrow_balanced	directional_eBH	0.1	M0	200	45017	0	0	0
narrow_balanced	directional_eBH	0.1	M1	200	10046	0	0	0
narrow_balanced	directional_eBH	0.1	M2	200	11821	0	0	0
narrow_balanced	directional_eBH	0.1	M3	200	8023	0	0	0
narrow_balanced	directional_eBH	0.1	M4	200	11067	0	0	0
narrow_balanced	directional_eBH	0.1	M5	200	14026	0	0	0
rare_mediation	adaptive_eBH	0.01	M0	200	59944	0	0	0
rare_mediation	adaptive_eBH	0.01	M1	200	977	0	0	0
rare_mediation	adaptive_eBH	0.01	M2	200	12055	0	0	0
rare_mediation	adaptive_eBH	0.01	M3	200	10075	0	0	0
rare_mediation	adaptive_eBH	0.01	M4	200	7946	0	0	0
rare_mediation	adaptive_eBH	0.01	M5	200	9003	0	0	0
rare_mediation	adaptive_eBH	0.05	M0	200	59944	0	0	0
rare_mediation	adaptive_eBH	0.05	M1	200	977	0	0	0
rare_mediation	adaptive_eBH	0.05	M2	200	12055	0	0	0
rare_mediation	adaptive_eBH	0.05	M3	200	10075	0	0	0
rare_mediation	adaptive_eBH	0.05	M4	200	7946	0	0	0
rare_mediation	adaptive_eBH	0.05	M5	200	9003	0	0	0
rare_mediation	adaptive_eBH	0.1	M0	200	59944	0	0	0
rare_mediation	adaptive_eBH	0.1	M1	200	977	0	0	0
rare_mediation	adaptive_eBH	0.1	M2	200	12055	0	0	0
rare_mediation	adaptive_eBH	0.1	M3	200	10075	0	0	0
rare_mediation	adaptive_eBH	0.1	M4	200	7946	0	0	0
rare_mediation	adaptive_eBH	0.1	M5	200	9003	0	0	0
rare_mediation	balanced_AdaFilter	0.01	M0	200	59944	0	0	0
rare_mediation	balanced_AdaFilter	0.01	M1	200	977	72	0.0728313	0.073695
rare_mediation	balanced_AdaFilter	0.01	M2	200	12055	0	0	0
rare_mediation	balanced_AdaFilter	0.01	M3	200	10075	0	0	0
rare_mediation	balanced_AdaFilter	0.01	M4	200	7946	0	0	0
rare_mediation	balanced_AdaFilter	0.01	M5	200	9003	0	0	0
rare_mediation	balanced_AdaFilter	0.05	M0	200	59944	0	0	0
rare_mediation	balanced_AdaFilter	0.05	M1	200	977	277	0.253254	0.283521
rare_mediation	balanced_AdaFilter	0.05	M2	200	12055	5	0.000437231	0.000414766
rare_mediation	balanced_AdaFilter	0.05	M3	200	10075	0	0	0
rare_mediation	balanced_AdaFilter	0.05	M4	200	7946	7	0.000886569	0.000880946
rare_mediation	balanced_AdaFilter	0.05	M5	200	9003	2	0.000241279	0.000222148
rare_mediation	balanced_AdaFilter	0.1	M0	200	59944	0	0	0
rare_mediation	balanced_AdaFilter	0.1	M1	200	977	449	0.418242	0.45957
rare_mediation	balanced_AdaFilter	0.1	M2	200	12055	29	0.00244385	0.00240564
rare_mediation	balanced_AdaFilter	0.1	M3	200	10075	0	0	0
rare_mediation	balanced_AdaFilter	0.1	M4	200	7946	21	0.00248299	0.00264284
rare_mediation	balanced_AdaFilter	0.1	M5	200	9003	16	0.00180902	0.00177719
rare_mediation	balanced_BY	0.01	M0	200	59944	0	0	0
rare_mediation	balanced_BY	0.01	M1	200	977	1	0.000833333	0.00102354
rare_mediation	balanced_BY	0.01	M2	200	12055	0	0	0
rare_mediation	balanced_BY	0.01	M3	200	10075	0	0	0
rare_mediation	balanced_BY	0.01	M4	200	7946	0	0	0
rare_mediation	balanced_BY	0.01	M5	200	9003	0	0	0
rare_mediation	balanced_BY	0.05	M0	200	59944	0	0	0
rare_mediation	balanced_BY	0.05	M1	200	977	15	0.0138214	0.0153531
rare_mediation	balanced_BY	0.05	M2	200	12055	0	0	0
rare_mediation	balanced_BY	0.05	M3	200	10075	0	0	0
rare_mediation	balanced_BY	0.05	M4	200	7946	0	0	0
rare_mediation	balanced_BY	0.05	M5	200	9003	0	0	0
rare_mediation	balanced_BY	0.1	M0	200	59944	0	0	0
rare_mediation	balanced_BY	0.1	M1	200	977	27	0.028119	0.0276356
rare_mediation	balanced_BY	0.1	M2	200	12055	0	0	0
rare_mediation	balanced_BY	0.1	M3	200	10075	0	0	0
rare_mediation	balanced_BY	0.1	M4	200	7946	0	0	0
rare_mediation	balanced_BY	0.1	M5	200	9003	0	0	0
rare_mediation	balanced_eBH	0.01	M0	200	59944	0	0	0
rare_mediation	balanced_eBH	0.01	M1	200	977	0	0	0
rare_mediation	balanced_eBH	0.01	M2	200	12055	0	0	0
rare_mediation	balanced_eBH	0.01	M3	200	10075	0	0	0
rare_mediation	balanced_eBH	0.01	M4	200	7946	0	0	0
rare_mediation	balanced_eBH	0.01	M5	200	9003	0	0	0
rare_mediation	balanced_eBH	0.05	M0	200	59944	0	0	0
rare_mediation	balanced_eBH	0.05	M1	200	977	0	0	0
rare_mediation	balanced_eBH	0.05	M2	200	12055	0	0	0
rare_mediation	balanced_eBH	0.05	M3	200	10075	0	0	0
rare_mediation	balanced_eBH	0.05	M4	200	7946	0	0	0
rare_mediation	balanced_eBH	0.05	M5	200	9003	0	0	0
rare_mediation	balanced_eBH	0.1	M0	200	59944	0	0	0
rare_mediation	balanced_eBH	0.1	M1	200	977	1	0.000833333	0.00102354
rare_mediation	balanced_eBH	0.1	M2	200	12055	0	0	0
rare_mediation	balanced_eBH	0.1	M3	200	10075	0	0	0
rare_mediation	balanced_eBH	0.1	M4	200	7946	0	0	0
rare_mediation	balanced_eBH	0.1	M5	200	9003	0	0	0
rare_mediation	balanced_p2e_eBH	0.01	M0	200	59944	0	0	0
rare_mediation	balanced_p2e_eBH	0.01	M1	200	977	0	0	0
rare_mediation	balanced_p2e_eBH	0.01	M2	200	12055	0	0	0
rare_mediation	balanced_p2e_eBH	0.01	M3	200	10075	0	0	0
rare_mediation	balanced_p2e_eBH	0.01	M4	200	7946	0	0	0
rare_mediation	balanced_p2e_eBH	0.01	M5	200	9003	0	0	0
rare_mediation	balanced_p2e_eBH	0.05	M0	200	59944	0	0	0
rare_mediation	balanced_p2e_eBH	0.05	M1	200	977	0	0	0
rare_mediation	balanced_p2e_eBH	0.05	M2	200	12055	0	0	0
rare_mediation	balanced_p2e_eBH	0.05	M3	200	10075	0	0	0
rare_mediation	balanced_p2e_eBH	0.05	M4	200	7946	0	0	0
rare_mediation	balanced_p2e_eBH	0.05	M5	200	9003	0	0	0
rare_mediation	balanced_p2e_eBH	0.1	M0	200	59944	0	0	0
rare_mediation	balanced_p2e_eBH	0.1	M1	200	977	1	0.000833333	0.00102354
rare_mediation	balanced_p2e_eBH	0.1	M2	200	12055	0	0	0
rare_mediation	balanced_p2e_eBH	0.1	M3	200	10075	0	0	0
rare_mediation	balanced_p2e_eBH	0.1	M4	200	7946	0	0	0
rare_mediation	balanced_p2e_eBH	0.1	M5	200	9003	0	0	0
rare_mediation	bayesian_FDR	0.01	M0	200	59944	0	0	0
rare_mediation	bayesian_FDR	0.01	M1	200	977	0	0	0
rare_mediation	bayesian_FDR	0.01	M2	200	12055	0	0	0
rare_mediation	bayesian_FDR	0.01	M3	200	10075	0	0	0
rare_mediation	bayesian_FDR	0.01	M4	200	7946	0	0	0
rare_mediation	bayesian_FDR	0.01	M5	200	9003	0	0	0
rare_mediation	bayesian_FDR	0.05	M0	200	59944	0	0	0
rare_mediation	bayesian_FDR	0.05	M1	200	977	0	0	0
rare_mediation	bayesian_FDR	0.05	M2	200	12055	0	0	0
rare_mediation	bayesian_FDR	0.05	M3	200	10075	0	0	0
rare_mediation	bayesian_FDR	0.05	M4	200	7946	0	0	0
rare_mediation	bayesian_FDR	0.05	M5	200	9003	0	0	0
rare_mediation	bayesian_FDR	0.1	M0	200	59944	0	0	0
rare_mediation	bayesian_FDR	0.1	M1	200	977	1	0.00166667	0.00102354
rare_mediation	bayesian_FDR	0.1	M2	200	12055	0	0	0
rare_mediation	bayesian_FDR	0.1	M3	200	10075	0	0	0
rare_mediation	bayesian_FDR	0.1	M4	200	7946	0	0	0
rare_mediation	bayesian_FDR	0.1	M5	200	9003	0	0	0
rare_mediation	directional_BY	0.01	M0	200	59944	0	0	0
rare_mediation	directional_BY	0.01	M1	200	977	0	0	0
rare_mediation	directional_BY	0.01	M2	200	12055	0	0	0
rare_mediation	directional_BY	0.01	M3	200	10075	0	0	0
rare_mediation	directional_BY	0.01	M4	200	7946	0	0	0
rare_mediation	directional_BY	0.01	M5	200	9003	0	0	0
rare_mediation	directional_BY	0.05	M0	200	59944	0	0	0
rare_mediation	directional_BY	0.05	M1	200	977	0	0	0
rare_mediation	directional_BY	0.05	M2	200	12055	0	0	0
rare_mediation	directional_BY	0.05	M3	200	10075	0	0	0
rare_mediation	directional_BY	0.05	M4	200	7946	0	0	0
rare_mediation	directional_BY	0.05	M5	200	9003	0	0	0
rare_mediation	directional_BY	0.1	M0	200	59944	0	0	0
rare_mediation	directional_BY	0.1	M1	200	977	0	0	0
rare_mediation	directional_BY	0.1	M2	200	12055	0	0	0
rare_mediation	directional_BY	0.1	M3	200	10075	0	0	0
rare_mediation	directional_BY	0.1	M4	200	7946	0	0	0
rare_mediation	directional_BY	0.1	M5	200	9003	0	0	0
rare_mediation	directional_eBH	0.01	M0	200	59944	0	0	0
rare_mediation	directional_eBH	0.01	M1	200	977	0	0	0
rare_mediation	directional_eBH	0.01	M2	200	12055	0	0	0
rare_mediation	directional_eBH	0.01	M3	200	10075	0	0	0
rare_mediation	directional_eBH	0.01	M4	200	7946	0	0	0
rare_mediation	directional_eBH	0.01	M5	200	9003	0	0	0
rare_mediation	directional_eBH	0.05	M0	200	59944	0	0	0
rare_mediation	directional_eBH	0.05	M1	200	977	0	0	0
rare_mediation	directional_eBH	0.05	M2	200	12055	0	0	0
rare_mediation	directional_eBH	0.05	M3	200	10075	0	0	0
rare_mediation	directional_eBH	0.05	M4	200	7946	0	0	0
rare_mediation	directional_eBH	0.05	M5	200	9003	0	0	0
rare_mediation	directional_eBH	0.1	M0	200	59944	0	0	0
rare_mediation	directional_eBH	0.1	M1	200	977	0	0	0
rare_mediation	directional_eBH	0.1	M2	200	12055	0	0	0
rare_mediation	directional_eBH	0.1	M3	200	10075	0	0	0
rare_mediation	directional_eBH	0.1	M4	200	7946	0	0	0
rare_mediation	directional_eBH	0.1	M5	200	9003	0	0	0
sparse_outliers	adaptive_eBH	0.01	M0	200	45177	0	0	0
sparse_outliers	adaptive_eBH	0.01	M1	200	10015	0	0	0
sparse_outliers	adaptive_eBH	0.01	M2	200	11958	0	0	0
sparse_outliers	adaptive_eBH	0.01	M3	200	7952	0	0	0
sparse_outliers	adaptive_eBH	0.01	M4	200	10961	0	0	0
sparse_outliers	adaptive_eBH	0.01	M5	200	13937	2	0.000142857	0.000143503
sparse_outliers	adaptive_eBH	0.05	M0	200	45177	0	0	0
sparse_outliers	adaptive_eBH	0.05	M1	200	10015	0	0	0
sparse_outliers	adaptive_eBH	0.05	M2	200	11958	1	0.000113636	8.3626e-05
sparse_outliers	adaptive_eBH	0.05	M3	200	7952	0	0	0
sparse_outliers	adaptive_eBH	0.05	M4	200	10961	0	0	0
sparse_outliers	adaptive_eBH	0.05	M5	200	13937	2	0.000142857	0.000143503
sparse_outliers	adaptive_eBH	0.1	M0	200	45177	0	0	0
sparse_outliers	adaptive_eBH	0.1	M1	200	10015	1	0.000102041	9.98502e-05
sparse_outliers	adaptive_eBH	0.1	M2	200	11958	1	0.000113636	8.3626e-05
sparse_outliers	adaptive_eBH	0.1	M3	200	7952	0	0	0
sparse_outliers	adaptive_eBH	0.1	M4	200	10961	0	0	0
sparse_outliers	adaptive_eBH	0.1	M5	200	13937	3	0.00021328	0.000215254
sparse_outliers	balanced_AdaFilter	0.01	M0	200	45177	0	0	0
sparse_outliers	balanced_AdaFilter	0.01	M1	200	10015	278	0.0275253	0.0277584
sparse_outliers	balanced_AdaFilter	0.01	M2	200	11958	0	0	0
sparse_outliers	balanced_AdaFilter	0.01	M3	200	7952	0	0	0
sparse_outliers	balanced_AdaFilter	0.01	M4	200	10961	1	9.43396e-05	9.12326e-05
sparse_outliers	balanced_AdaFilter	0.01	M5	200	13937	2	0.000132705	0.000143503
sparse_outliers	balanced_AdaFilter	0.05	M0	200	45177	0	0	0
sparse_outliers	balanced_AdaFilter	0.05	M1	200	10015	1901	0.188233	0.189815
sparse_outliers	balanced_AdaFilter	0.05	M2	200	11958	11	0.000897637	0.000919886
sparse_outliers	balanced_AdaFilter	0.05	M3	200	7952	0	0	0
sparse_outliers	balanced_AdaFilter	0.05	M4	200	10961	13	0.00111413	0.00118602
sparse_outliers	balanced_AdaFilter	0.05	M5	200	13937	22	0.00153248	0.00157853
sparse_outliers	balanced_AdaFilter	0.1	M0	200	45177	0	0	0
sparse_outliers	balanced_AdaFilter	0.1	M1	200	10015	3735	0.369451	0.372941
sparse_outliers	balanced_AdaFilter	0.1	M2	200	11958	56	0.00480116	0.00468306
sparse_outliers	balanced_AdaFilter	0.1	M3	200	7952	0	0	0
sparse_outliers	balanced_AdaFilter	0.1	M4	200	10961	57	0.00516281	0.00520026
sparse_outliers	balanced_AdaFilter	0.1	M5	200	13937	74	0.00536573	0.00530961
sparse_outliers	balanced_BY	0.01	M0	200	45177	0	0	0
sparse_outliers	balanced_BY	0.01	M1	200	10015	0	0	0
sparse_outliers	balanced_BY	0.01	M2	200	11958	0	0	0
sparse_outliers	balanced_BY	0.01	M3	200	7952	0	0	0
sparse_outliers	balanced_BY	0.01	M4	200	10961	0	0	0
sparse_outliers	balanced_BY	0.01	M5	200	13937	0	0	0
sparse_outliers	balanced_BY	0.05	M0	200	45177	0	0	0
sparse_outliers	balanced_BY	0.05	M1	200	10015	3	0.000320901	0.000299551
sparse_outliers	balanced_BY	0.05	M2	200	11958	0	0	0
sparse_outliers	balanced_BY	0.05	M3	200	7952	0	0	0
sparse_outliers	balanced_BY	0.05	M4	200	10961	0	0	0
sparse_outliers	balanced_BY	0.05	M5	200	13937	0	0	0
sparse_outliers	balanced_BY	0.1	M0	200	45177	0	0	0
sparse_outliers	balanced_BY	0.1	M1	200	10015	49	0.00481007	0.00489266
sparse_outliers	balanced_BY	0.1	M2	200	11958	0	0	0
sparse_outliers	balanced_BY	0.1	M3	200	7952	0	0	0
sparse_outliers	balanced_BY	0.1	M4	200	10961	0	0	0
sparse_outliers	balanced_BY	0.1	M5	200	13937	0	0	0
sparse_outliers	balanced_eBH	0.01	M0	200	45177	0	0	0
sparse_outliers	balanced_eBH	0.01	M1	200	10015	0	0	0
sparse_outliers	balanced_eBH	0.01	M2	200	11958	0	0	0
sparse_outliers	balanced_eBH	0.01	M3	200	7952	0	0	0
sparse_outliers	balanced_eBH	0.01	M4	200	10961	0	0	0
sparse_outliers	balanced_eBH	0.01	M5	200	13937	0	0	0
sparse_outliers	balanced_eBH	0.05	M0	200	45177	0	0	0
sparse_outliers	balanced_eBH	0.05	M1	200	10015	0	0	0
sparse_outliers	balanced_eBH	0.05	M2	200	11958	0	0	0
sparse_outliers	balanced_eBH	0.05	M3	200	7952	0	0	0
sparse_outliers	balanced_eBH	0.05	M4	200	10961	0	0	0
sparse_outliers	balanced_eBH	0.05	M5	200	13937	0	0	0
sparse_outliers	balanced_eBH	0.1	M0	200	45177	0	0	0
sparse_outliers	balanced_eBH	0.1	M1	200	10015	0	0	0
sparse_outliers	balanced_eBH	0.1	M2	200	11958	0	0	0
sparse_outliers	balanced_eBH	0.1	M3	200	7952	0	0	0
sparse_outliers	balanced_eBH	0.1	M4	200	10961	0	0	0
sparse_outliers	balanced_eBH	0.1	M5	200	13937	0	0	0
sparse_outliers	balanced_p2e_eBH	0.01	M0	200	45177	0	0	0
sparse_outliers	balanced_p2e_eBH	0.01	M1	200	10015	0	0	0
sparse_outliers	balanced_p2e_eBH	0.01	M2	200	11958	0	0	0
sparse_outliers	balanced_p2e_eBH	0.01	M3	200	7952	0	0	0
sparse_outliers	balanced_p2e_eBH	0.01	M4	200	10961	0	0	0
sparse_outliers	balanced_p2e_eBH	0.01	M5	200	13937	0	0	0
sparse_outliers	balanced_p2e_eBH	0.05	M0	200	45177	0	0	0
sparse_outliers	balanced_p2e_eBH	0.05	M1	200	10015	0	0	0
sparse_outliers	balanced_p2e_eBH	0.05	M2	200	11958	0	0	0
sparse_outliers	balanced_p2e_eBH	0.05	M3	200	7952	0	0	0
sparse_outliers	balanced_p2e_eBH	0.05	M4	200	10961	0	0	0
sparse_outliers	balanced_p2e_eBH	0.05	M5	200	13937	0	0	0
sparse_outliers	balanced_p2e_eBH	0.1	M0	200	45177	0	0	0
sparse_outliers	balanced_p2e_eBH	0.1	M1	200	10015	0	0	0
sparse_outliers	balanced_p2e_eBH	0.1	M2	200	11958	0	0	0
sparse_outliers	balanced_p2e_eBH	0.1	M3	200	7952	0	0	0
sparse_outliers	balanced_p2e_eBH	0.1	M4	200	10961	0	0	0
sparse_outliers	balanced_p2e_eBH	0.1	M5	200	13937	0	0	0
sparse_outliers	bayesian_FDR	0.01	M0	200	45177	0	0	0
sparse_outliers	bayesian_FDR	0.01	M1	200	10015	0	0	0
sparse_outliers	bayesian_FDR	0.01	M2	200	11958	0	0	0
sparse_outliers	bayesian_FDR	0.01	M3	200	7952	0	0	0
sparse_outliers	bayesian_FDR	0.01	M4	200	10961	0	0	0
sparse_outliers	bayesian_FDR	0.01	M5	200	13937	0	0	0
sparse_outliers	bayesian_FDR	0.05	M0	200	45177	0	0	0
sparse_outliers	bayesian_FDR	0.05	M1	200	10015	0	0	0
sparse_outliers	bayesian_FDR	0.05	M2	200	11958	0	0	0
sparse_outliers	bayesian_FDR	0.05	M3	200	7952	0	0	0
sparse_outliers	bayesian_FDR	0.05	M4	200	10961	0	0	0
sparse_outliers	bayesian_FDR	0.05	M5	200	13937	0	0	0
sparse_outliers	bayesian_FDR	0.1	M0	200	45177	0	0	0
sparse_outliers	bayesian_FDR	0.1	M1	200	10015	2	0.00020979	0.0001997
sparse_outliers	bayesian_FDR	0.1	M2	200	11958	0	0	0
sparse_outliers	bayesian_FDR	0.1	M3	200	7952	0	0	0
sparse_outliers	bayesian_FDR	0.1	M4	200	10961	0	0	0
sparse_outliers	bayesian_FDR	0.1	M5	200	13937	0	0	0
sparse_outliers	directional_BY	0.01	M0	200	45177	0	0	0
sparse_outliers	directional_BY	0.01	M1	200	10015	0	0	0
sparse_outliers	directional_BY	0.01	M2	200	11958	0	0	0
sparse_outliers	directional_BY	0.01	M3	200	7952	0	0	0
sparse_outliers	directional_BY	0.01	M4	200	10961	0	0	0
sparse_outliers	directional_BY	0.01	M5	200	13937	0	0	0
sparse_outliers	directional_BY	0.05	M0	200	45177	0	0	0
sparse_outliers	directional_BY	0.05	M1	200	10015	0	0	0
sparse_outliers	directional_BY	0.05	M2	200	11958	0	0	0
sparse_outliers	directional_BY	0.05	M3	200	7952	0	0	0
sparse_outliers	directional_BY	0.05	M4	200	10961	0	0	0
sparse_outliers	directional_BY	0.05	M5	200	13937	0	0	0
sparse_outliers	directional_BY	0.1	M0	200	45177	0	0	0
sparse_outliers	directional_BY	0.1	M1	200	10015	0	0	0
sparse_outliers	directional_BY	0.1	M2	200	11958	0	0	0
sparse_outliers	directional_BY	0.1	M3	200	7952	0	0	0
sparse_outliers	directional_BY	0.1	M4	200	10961	0	0	0
sparse_outliers	directional_BY	0.1	M5	200	13937	0	0	0
sparse_outliers	directional_eBH	0.01	M0	200	45177	0	0	0
sparse_outliers	directional_eBH	0.01	M1	200	10015	0	0	0
sparse_outliers	directional_eBH	0.01	M2	200	11958	0	0	0
sparse_outliers	directional_eBH	0.01	M3	200	7952	0	0	0
sparse_outliers	directional_eBH	0.01	M4	200	10961	0	0	0
sparse_outliers	directional_eBH	0.01	M5	200	13937	0	0	0
sparse_outliers	directional_eBH	0.05	M0	200	45177	0	0	0
sparse_outliers	directional_eBH	0.05	M1	200	10015	0	0	0
sparse_outliers	directional_eBH	0.05	M2	200	11958	0	0	0
sparse_outliers	directional_eBH	0.05	M3	200	7952	0	0	0
sparse_outliers	directional_eBH	0.05	M4	200	10961	0	0	0
sparse_outliers	directional_eBH	0.05	M5	200	13937	0	0	0
sparse_outliers	directional_eBH	0.1	M0	200	45177	0	0	0
sparse_outliers	directional_eBH	0.1	M1	200	10015	0	0	0
sparse_outliers	directional_eBH	0.1	M2	200	11958	0	0	0
sparse_outliers	directional_eBH	0.1	M3	200	7952	0	0	0
sparse_outliers	directional_eBH	0.1	M4	200	10961	0	0	0
sparse_outliers	directional_eBH	0.1	M5	200	13937	0	0	0
